zone_id,total_revenue,avg_revenue,trip_count,avg_distance,avg_fare,revenue_per_trip,stress_score
149,19657.73,30.524425465838508,644,6.069114906832298,28.854642857142856,30.524425465838508,0.3721407543639648
150,13904.3,38.62305555555555,360,7.545972222222223,36.58141666666666,38.62305555555555,0.3377328608020562
151,1421550.21,20.135557302511366,70599,2.4921932321987565,15.139053952605561,20.135557302511366,0.4904406869953448
152,138579.77,22.000280996983648,6299,3.369242736942372,18.523819653913318,22.000280996983648,0.41406438083792807
153,5115.24,31.381840490797543,163,6.9820245398773,29.066809815950922,31.381840490797543,0.36801738344721935
154,6421.17,39.63685185185185,162,6.941234567901235,34.9879012345679,39.63685185185185,0.3332525202344541
155,37585.44,33.40928,1125,6.393991111111111,31.35468444444444,33.40928,0.36050454657642106
156,1068.57,118.72999999999999,9,15.50111111111111,104.93111111111111,118.72999999999999,9.59116078621942e-06
157,63966.64,43.337831978319784,1476,5.9297154471544715,36.5740650406504,43.337831978319784,0.31906713053267377
158,2296188.76,22.64753974829368,101388,2.6326355189963313,16.99243095829881,22.64753974829368,0.5126734982017339
159,38891.3,29.77894333843798,1306,5.775903522205207,27.103169984686062,29.77894333843798,0.3759856383805854
160,23420.74,38.206753670473084,613,6.646443719412725,33.957960848287115,38.206753670473084,0.339755624297633
161,10112020.21,22.72210909376896,445030,2.357851268453812,16.39126312832843,22.72210909376896,0.8785734329987078
162,7310681.97,22.209981619992586,329162,2.292491326459312,15.924255564129515,22.209981619992586,0.7572513871051348
163,5959341.26,22.977988278388278,259350,2.4959823790244844,16.658798650472335,22.977988278388278,0.6796195616081239
164,4771440.35,22.27687989056343,214188,2.3884749845929742,16.168127112630025,22.27687989056343,0.6344436493686781
165,32019.26,29.029247506799635,1103,5.331813236627379,27.454342701722574,29.029247506799635,0.3789264501783923
166,863041.71,22.581483293649754,38219,2.982269290143646,17.58724613412177,22.581483293649754,0.44563345130417853
167,30682.649999999998,32.195855194123816,953,6.618121720881427,29.53520461699895,32.195855194123816,0.3654312665488865
168,75335.4,28.975153846153844,2600,5.503838461538462,26.15365769230769,28.975153846153844,0.3807495810706758
169,25509.88,32.6630985915493,781,7.147259923175416,30.286017925736235,32.6630985915493,0.36328029679128515
170,6088251.82,21.8867237059219,278171,2.2853276222179884,15.85289002088643,21.8867237059219,0.7042723823721366
171,10690.02,38.453309352517984,278,9.404100719424461,35.588992805755396,38.453309352517984,0.3383603159196591
172,954.03,50.212105263157895,19,10.993157894736843,38.566315789473684,50.212105263157895,0.2885652439500194
173,15683.88,32.74296450939457,479,6.496889352818372,29.362505219206678,32.74296450939457,0.36262212586809967
174,21132.9,43.483333333333334,486,10.677551440329218,40.047510288065844,43.483333333333334,0.31739936236352495
175,8396.46,39.05330232558139,215,9.74539534883721,36.19009302325581,39.05330232558139,0.33576646604033006
176,219.24,31.32,7,6.444285714285714,27.837142857142858,31.32,0.36811156153517416
177,62820.74,30.451158507028598,2063,5.866359670382937,28.75733882695104,30.451158507028598,0.37396150513811566
178,8528.16,32.06075187969925,266,6.470225563909774,29.70605263157895,32.06075187969925,0.36526809315974873
179,66164.12,27.216832579185517,2431,4.547099958864664,23.673957219251335,27.216832579185517,0.38797418545920676
180,17251.16,36.940385438972164,467,6.862226980728051,33.38860813704497,36.940385438972164,0.34493300930545895
181,131768.55,30.38241872261932,4337,5.01180078395204,26.764083467834908,30.38241872261932,0.37667435118906034
182,30142.96,37.86804020100502,796,9.235502512562814,34.98552763819095,37.86804020100502,0.34137704677982267
183,6738.68,40.11119047619048,168,10.026011904761905,36.618928571428576,40.11119047619048,0.3312613626515134
184,2211.08,39.48357142857143,56,8.360892857142856,35.00660714285714,39.48357142857143,0.3337850576457853
185,13477.63,36.524742547425475,369,8.341924119241193,33.51726287262873,36.524742547425475,0.3465789423533506
186,7235128.82,23.154931480545084,312466,2.3367958113842784,17.087692548949327,23.154931480545084,0.7354793116913815
187,314.15000000000003,62.830000000000005,5,14.557999999999998,53.001999999999995,62.830000000000005,0.2354133971500236
188,112977.62,29.24608335490551,3863,5.329601346104064,27.456854776080768,29.24608335490551,0.38095459264835835
189,46448.05,30.102430330524953,1543,5.031646143875567,26.82906027219702,30.102430330524953,0.374875925685005
190,10712.26,30.78235632183908,348,4.763304597701149,26.906580459770115,30.78235632183908,0.37073910414548006
191,44799.92,43.622122687439145,1027,11.432093476144109,40.409367088607596,43.622122687439145,0.3173914230295775
192,8921.99,33.291007462686565,268,6.885223880597015,30.0239552238806,33.291007462686565,0.36008932844952607
193,44494.74,27.130939024390244,1640,4.13680487804878,23.473152439024393,27.130939024390244,0.3874929469882987
